"Date","Price","Open","High","Low","Vol.","Change %"
"11/10/2025","106,010.0","104,780.0","106,610.0","104,360.0","0.60K","1.17%"
"11/09/2025","104,780.0","102,480.0","105,470.0","101,640.0","0.67K","2.24%"
"11/08/2025","102,480.0","103,390.0","103,390.0","101,630.0","0.68K","-0.88%"
"11/07/2025","103,390.0","101,400.0","104,100.0","99,459.0","1.50K","1.96%"
"11/06/2025","101,400.0","103,940.0","104,300.0","100,460.0","1.00K","-2.44%"
"11/05/2025","103,940.0","101,560.0","104,580.0","99,129.0","0.82K","2.27%"
"11/04/2025","101,630.0","106,790.0","107,460.0","99,092.0","2.30K","-4.81%"
"11/03/2025","106,770.0","110,710.0","110,850.0","105,500.0","1.89K","-3.57%"
"11/02/2025","110,720.0","110,290.0","111,360.0","109,650.0","0.24K","0.39%"
"11/01/2025","110,290.0","109,820.0","110,750.0","109,600.0","0.54K","0.43%"
"10/31/2025","109,820.0","108,500.0","111,270.0","108,490.0","1.03K","1.22%"
"10/30/2025","108,500.0","110,240.0","111,720.0","106,510.0","2.02K","-1.59%"
"10/29/2025","110,250.0","112,980.0","113,770.0","109,710.0","1.06K","-2.43%"
"10/28/2025","113,000.0","114,150.0","116,000.0","112,310.0","0.55K","-1.01%"
"10/27/2025","114,150.0","114,500.0","116,230.0","113,800.0","0.37K","-0.27%"
"10/26/2025","114,460.0","111,650.0","115,070.0","111,260.0","0.45K","2.52%"
"10/25/2025","111,650.0","111,110.0","111,960.0","110,810.0","0.15K","0.49%"
"10/24/2025","111,110.0","110,150.0","111,970.0","109,780.0","0.73K","0.87%"
"10/23/2025","110,150.0","107,720.0","111,270.0","107,570.0","0.76K","2.26%"
"10/22/2025","107,720.0","108,520.0","109,070.0","106,790.0","1.35K","-0.82%"
"10/21/2025","108,610.0","110,760.0","114,150.0","107,700.0","1.38K","-1.94%"
"10/20/2025","110,760.0","108,840.0","111,850.0","107,690.0","0.87K","1.76%"
"10/19/2025","108,840.0","107,410.0","109,680.0","106,370.0","0.96K","1.33%"
"10/18/2025","107,410.0","106,690.0","107,710.0","106,660.0","0.66K","0.67%"
"10/17/2025","106,700.0","108,410.0","109,480.0","103,790.0","1.75K","-1.57%"
"10/16/2025","108,400.0","110,920.0","112,140.0","107,710.0","1.67K","-2.27%"
"10/15/2025","110,920.0","113,270.0","113,820.0","110,410.0","1.01K","-2.07%"
"10/14/2025","113,270.0","115,390.0","115,630.0","110,170.0","2.42K","-1.84%"
"10/13/2025","115,390.0","115,230.0","116,120.0","113,960.0","1.11K","0.14%"
"10/12/2025","115,230.0","110,990.0","115,960.0","109,910.0","1.19K","3.83%"
"10/11/2025","110,980.0","112,830.0","113,720.0","109,830.0","1.38K","-1.94%"
"10/10/2025","113,170.0","121,760.0","122,660.0","104,920.0","2.48K","-7.05%"
"10/09/2025","121,760.0","123,410.0","123,750.0","119,810.0","0.56K","-1.34%"
"10/08/2025","123,410.0","121,480.0","124,220.0","121,270.0","0.43K","1.59%"
"10/07/2025","121,480.0","124,730.0","125,070.0","120,680.0","0.65K","-2.60%"
"10/06/2025","124,720.0","123,480.0","126,110.0","123,170.0","0.88K","1.00%"
"10/05/2025","123,480.0","122,350.0","125,660.0","122,130.0","0.91K","0.92%"
"10/04/2025","122,350.0","122,160.0","122,760.0","121,560.0","0.26K","0.16%"
"10/03/2025","122,160.0","120,570.0","123,890.0","119,340.0","0.73K","1.32%"
"10/02/2025","120,570.0","118,630.0","121,080.0","118,400.0","0.58K","1.60%"
"10/01/2025","118,670.0","114,020.0","118,810.0","113,950.0","0.84K","4.08%"
"09/30/2025","114,020.0","114,580.0","114,990.0","112,900.0","0.50K","-0.49%"
"09/29/2025","114,580.0","112,370.0","114,640.0","111,850.0","0.45K","1.97%"
"09/28/2025","112,370.0","109,940.0","112,620.0","109,500.0","0.93K","2.21%"
"09/27/2025","109,940.0","109,930.0","110,010.0","109,400.0","0.87K","0.01%"
"09/26/2025","109,930.0","109,180.0","110,520.0","108,940.0","1.31K","0.69%"
"09/25/2025","109,180.0","113,520.0","113,710.0","108,880.0","1.07K","-3.82%"
"09/24/2025","113,520.0","112,250.0","114,130.0","111,450.0","0.34K","1.13%"
"09/23/2025","112,250.0","112,810.0","113,490.0","111,710.0","0.58K","-0.50%"
"09/22/2025","112,810.0","115,460.0","115,550.0","112,100.0","1.20K","-2.30%"
"09/21/2025","115,460.0","115,840.0","115,970.0","115,440.0","0.19K","-0.33%"
"09/20/2025","115,840.0","115,830.0","116,300.0","115,620.0","0.02K","0.01%"
"09/19/2025","115,830.0","117,090.0","117,470.0","115,370.0","0.61K","-1.08%"
"09/18/2025","117,090.0","116,500.0","117,950.0","116,210.0","0.18K","0.51%"
"09/17/2025","116,500.0","116,840.0","117,360.0","114,880.0","0.17K","-0.29%"
"09/16/2025","116,840.0","115,580.0","117,080.0","114,910.0","0.26K","1.09%"
"09/15/2025","115,580.0","115,590.0","116,960.0","114,630.0","0.53K","-0.01%"
"09/14/2025","115,590.0","115,910.0","116,130.0","115,230.0","0.36K","-0.28%"
"09/13/2025","115,910.0","116,030.0","116,200.0","115,160.0","0.10K","-0.10%"
"09/12/2025","116,030.0","115,400.0","116,610.0","114,690.0","0.15K","0.55%"
"09/11/2025","115,400.0","113,900.0","115,400.0","113,420.0","0.20K","1.32%"
"09/10/2025","113,900.0","111,540.0","114,290.0","111,170.0","0.44K","2.12%"
"09/09/2025","111,540.0","112,050.0","113,190.0","110,750.0","0.16K","-0.46%"
"09/08/2025","112,050.0","111,220.0","112,830.0","110,740.0","0.17K","0.75%"
"09/07/2025","111,220.0","110,270.0","111,610.0","110,230.0","0.21K","0.90%"
"09/06/2025","110,230.0","110,600.0","111,190.0","110,220.0","0.87K","-0.33%"
"09/05/2025","110,600.0","110,880.0","113,520.0","110,410.0","0.28K","-0.25%"
"09/04/2025","110,880.0","111,890.0","112,330.0","109,520.0","0.21K","-0.90%"
"09/03/2025","111,890.0","111,360.0","112,710.0","110,750.0","0.11K","0.48%"
"09/02/2025","111,350.0","109,410.0","111,930.0","108,630.0","0.43K","1.77%"
"09/01/2025","109,410.0","108,420.0","110,010.0","107,380.0","0.47K","0.95%"
"08/31/2025","108,380.0","109,000.0","109,680.0","108,250.0","0.39K","-0.57%"
"08/30/2025","109,000.0","108,530.0","109,120.0","107,550.0","0.51K","0.43%"
"08/29/2025","108,530.0","112,740.0","112,780.0","107,660.0","0.63K","-3.73%"
"08/28/2025","112,740.0","111,470.0","113,630.0","111,130.0","0.25K","1.14%"
"08/27/2025","111,470.0","112,000.0","112,830.0","110,600.0","0.40K","-0.47%"
"08/26/2025","112,000.0","110,360.0","112,570.0","108,960.0","0.54K","1.48%"
"08/25/2025","110,370.0","113,700.0","113,880.0","109,550.0","0.92K","-2.93%"
"08/24/2025","113,700.0","115,570.0","115,810.0","111,420.0","0.47K","-1.62%"
"08/23/2025","115,570.0","117,000.0","117,150.0","114,790.0","0.16K","-1.22%"
"08/22/2025","117,000.0","112,740.0","117,560.0","111,990.0","0.80K","3.78%"
"08/21/2025","112,740.0","114,500.0","115,000.0","112,310.0","0.79K","-1.54%"
"08/20/2025","114,500.0","113,030.0","114,880.0","112,650.0","0.73K","1.30%"
"08/19/2025","113,030.0","116,390.0","116,920.0","113,000.0","1.60K","-2.89%"
"08/18/2025","116,390.0","117,540.0","117,640.0","114,890.0","0.72K","-0.98%"
"08/17/2025","117,540.0","117,590.0","118,680.0","117,390.0","0.13K","-0.04%"
"08/16/2025","117,590.0","117,520.0","118,060.0","117,390.0","0.09K","0.06%"
"08/15/2025","117,520.0","118,410.0","119,360.0","116,990.0","0.27K","-0.75%"
"08/14/2025","118,410.0","122,880.0","123,640.0","117,200.0","0.40K","-3.64%"
"08/13/2025","122,880.0","120,080.0","123,380.0","118,890.0","0.61K","2.31%"
"08/12/2025","120,110.0","118,850.0","120,280.0","118,290.0","0.22K","1.06%"
"08/11/2025","118,850.0","119,370.0","122,370.0","118,380.0","0.34K","-0.44%"
"08/10/2025","119,370.0","116,550.0","119,410.0","116,530.0","0.21K","2.42%"
"08/09/2025","116,550.0","116,790.0","117,940.0","116,470.0","0.09K","-0.21%"
"08/08/2025","116,790.0","117,580.0","117,890.0","116,040.0","0.76K","-0.67%"
"08/07/2025","117,580.0","115,220.0","117,780.0","114,470.0","0.32K","2.10%"
"08/06/2025","115,160.0","114,200.0","115,870.0","113,470.0","0.50K","0.84%"
"08/05/2025","114,200.0","115,200.0","115,200.0","112,740.0","0.48K","-0.87%"
"08/04/2025","115,200.0","114,370.0","115,800.0","114,270.0","0.38K","0.72%"
"08/03/2025","114,380.0","112,810.0","114,970.0","112,210.0","0.57K","1.39%"
"08/02/2025","112,810.0","113,460.0","114,260.0","112,250.0","0.47K","-0.61%"
"08/01/2025","113,500.0","115,970.0","116,270.0","112,840.0","0.88K","-2.13%"
"07/31/2025","115,970.0","118,050.0","119,100.0","115,730.0","0.46K","-1.76%"
"07/30/2025","118,050.0","118,110.0","118,930.0","116,050.0","0.45K","-0.05%"
"07/29/2025","118,110.0","118,200.0","119,410.0","117,130.0","0.40K","-0.06%"
"07/28/2025","118,180.0","119,590.0","119,900.0","117,630.0","0.29K","-1.18%"
"07/27/2025","119,590.0","118,030.0","119,870.0","117,960.0","0.18K","1.32%"
"07/26/2025","118,030.0","117,700.0","118,430.0","117,260.0","0.10K","0.28%"
"07/25/2025","117,700.0","118,380.0","118,520.0","114,820.0","0.37K","-0.57%"
"07/24/2025","118,380.0","118,900.0","119,590.0","117,260.0","0.22K","-0.44%"
"07/23/2025","118,900.0","119,970.0","120,110.0","117,470.0","0.47K","-0.89%"
"07/22/2025","119,970.0","117,460.0","120,250.0","116,160.0","0.33K","2.14%"
"07/21/2025","117,460.0","117,240.0","119,630.0","116,550.0","0.26K","0.19%"
"07/20/2025","117,240.0","117,900.0","118,790.0","116,480.0","0.16K","-0.56%"
"07/19/2025","117,900.0","118,000.0","118,480.0","117,300.0","0.05K","-0.08%"
"07/18/2025","118,000.0","119,250.0","120,920.0","116,930.0","0.24K","-1.05%"
"07/17/2025","119,250.0","118,680.0","121,050.0","117,500.0","0.40K","0.45%"
"07/16/2025","118,710.0","117,830.0","120,080.0","117,180.0","0.22K","0.75%"
"07/15/2025","117,830.0","119,840.0","119,920.0","115,860.0","0.65K","-1.68%"
"07/14/2025","119,840.0","118,940.0","123,010.0","118,790.0","0.46K","0.76%"
"07/13/2025","118,940.0","117,280.0","119,290.0","117,140.0","0.23K","1.42%"
"07/12/2025","117,280.0","117,400.0","118,070.0","116,720.0","0.06K","-0.11%"
"07/11/2025","117,410.0","115,960.0","118,760.0","115,230.0","0.40K","1.26%"
"07/10/2025","115,950.0","111,380.0","117,210.0","110,730.0","1.64K","4.10%"
"07/09/2025","111,380.0","109,060.0","111,990.0","108,480.0","0.40K","2.13%"
"07/08/2025","109,060.0","108,420.0","109,340.0","107,640.0","0.20K","0.59%"
"07/07/2025","108,420.0","109,380.0","109,820.0","107,700.0","0.16K","-0.88%"
"07/06/2025","109,380.0","108,330.0","109,860.0","107,980.0","0.15K","0.97%"
"07/05/2025","108,330.0","108,200.0","108,540.0","107,930.0","0.04K","0.12%"
"07/04/2025","108,200.0","109,760.0","109,910.0","107,470.0","0.19K","-1.42%"
"07/03/2025","109,760.0","108,990.0","110,700.0","108,720.0","0.16K","0.72%"
"07/02/2025","108,980.0","105,920.0","109,900.0","105,350.0","0.33K","2.89%"
"07/01/2025","105,920.0","107,250.0","107,620.0","105,460.0","1.32K","-1.24%"
"06/30/2025","107,250.0","108,370.0","108,790.0","106,950.0","0.61K","-1.03%"
"06/29/2025","108,370.0","107,340.0","108,540.0","107,220.0","0.08K","0.96%"
"06/28/2025","107,340.0","107,100.0","107,550.0","106,890.0","0.12K","0.22%"
"06/27/2025","107,100.0","106,950.0","107,750.0","106,470.0","0.15K","0.14%"
"06/26/2025","106,950.0","107,340.0","108,250.0","106,520.0","0.13K","-0.36%"
"06/25/2025","107,340.0","106,100.0","108,120.0","105,930.0","0.16K","1.23%"
"06/24/2025","106,040.0","105,530.0","106,340.0","104,810.0","0.20K","0.49%"
"06/23/2025","105,520.0","101,200.0","106,200.0","99,897.0","1.03K","4.27%"
"06/22/2025","101,200.0","102,220.0","103,420.0","98,594.0","2.16K","-0.98%"
"06/21/2025","102,200.0","103,380.0","104,120.0","101,040.0","0.74K","-1.14%"
"06/20/2025","103,380.0","104,780.0","106,580.0","102,500.0","0.73K","-1.34%"
"06/19/2025","104,780.0","105,040.0","105,340.0","104,080.0","0.48K","-0.25%"
"06/18/2025","105,040.0","104,740.0","105,660.0","103,640.0","1.06K","0.26%"
"06/17/2025","104,770.0","106,800.0","107,780.0","103,460.0","0.77K","-1.90%"
"06/16/2025","106,800.0","105,740.0","108,960.0","105,190.0","0.29K","1.00%"
"06/15/2025","105,740.0","105,600.0","106,260.0","104,710.0","0.36K","0.13%"
"06/14/2025","105,600.0","106,090.0","106,200.0","104,480.0","0.34K","-0.46%"
"06/13/2025","106,090.0","105,720.0","106,180.0","102,730.0","0.65K","0.29%"
"06/12/2025","105,780.0","108,610.0","108,740.0","105,740.0","0.31K","-2.61%"
"06/11/2025","108,610.0","110,180.0","110,270.0","108,010.0","0.39K","-1.42%"
"06/10/2025","110,180.0","110,300.0","110,320.0","108,320.0","0.31K","-0.11%"
"06/09/2025","110,300.0","105,830.0","110,680.0","105,440.0","0.35K","4.22%"
"06/08/2025","105,830.0","105,680.0","106,530.0","105,060.0","0.11K","0.14%"
"06/07/2025","105,680.0","104,450.0","106,000.0","104,050.0","0.11K","1.18%"
"06/06/2025","104,450.0","101,680.0","105,400.0","101,270.0","0.57K","2.73%"
"06/05/2025","101,670.0","104,580.0","105,860.0","100,530.0","1.93K","-2.78%"
"06/04/2025","104,580.0","105,400.0","105,920.0","104,250.0","0.22K","-0.78%"
"06/03/2025","105,400.0","105,880.0","106,760.0","104,880.0","0.32K","-0.45%"
"06/02/2025","105,880.0","105,630.0","105,990.0","103,720.0","0.34K","0.25%"
"06/01/2025","105,620.0","104,660.0","105,850.0","103,810.0","0.14K","0.92%"
"05/31/2025","104,660.0","104,030.0","104,940.0","103,110.0","0.19K","0.61%"
"05/30/2025","104,030.0","105,590.0","106,260.0","103,470.0","0.47K","-1.47%"
"05/29/2025","105,580.0","107,760.0","108,870.0","105,350.0","0.96K","-2.02%"
"05/28/2025","107,760.0","108,850.0","109,200.0","106,750.0","0.73K","-1.00%"
"05/27/2025","108,850.0","109,390.0","110,700.0","107,610.0","0.72K","-0.49%"
"05/26/2025","109,390.0","108,890.0","110,400.0","108,550.0","0.80K","0.46%"
"05/25/2025","108,890.0","107,540.0","109,170.0","106,450.0","0.43K","1.26%"
"05/24/2025","107,540.0","107,210.0","109,420.0","106,770.0","0.86K","0.31%"
"05/23/2025","107,210.0","111,640.0","111,690.0","106,720.0","0.92K","-3.97%"
"05/22/2025","111,640.0","109,640.0","111,880.0","109,230.0","0.79K","1.83%"
"05/21/2025","109,630.0","106,730.0","110,660.0","106,020.0","0.89K","2.74%"
"05/20/2025","106,710.0","105,500.0","107,220.0","104,140.0","0.72K","1.15%"
"05/19/2025","105,500.0","106,510.0","107,020.0","102,080.0","0.66K","-0.95%"
